,clf,metric,value,section_split,model,train_type,section_pooling,optimized_section,patient_pooling
8,logistic,micro precision,0.7012835472578763,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,mean,False,pca
9,logistic,micro recall,0.5653809971777987,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,mean,False,pca
10,logistic,macro precision,0.621008875674905,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,mean,False,pca
11,logistic,macro recall,0.3678752770526101,max,ClinicalBERT_Discharge_Summary_BERT,finetuned,mean,False,pca
0,RF,micro precision,0.648124191461837,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,True,mean
1,RF,micro recall,0.4713076199435559,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,True,mean
2,RF,macro precision,0.3787875613319885,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,True,mean
3,RF,macro recall,0.2418827983942695,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,True,mean
4,MLP,micro precision,0.5547808764940239,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,True,mean
5,MLP,micro recall,0.5239887111947319,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,True,mean
6,MLP,macro precision,0.3993524891093781,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,True,mean
7,MLP,macro recall,0.35954254846269,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,True,mean
8,logistic,micro precision,0.6595492289442467,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,True,mean
9,logistic,micro recall,0.5230479774223895,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,True,mean
10,logistic,macro precision,0.5162193935375887,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,True,mean
11,logistic,macro recall,0.2954064475365744,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,True,mean
0,RF,micro precision,0.639030612244898,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,True,pca
1,RF,micro recall,0.4713076199435559,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,True,pca
2,RF,macro precision,0.4197010330965396,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,True,pca
3,RF,macro recall,0.2436737277221661,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,True,pca
4,MLP,micro precision,0.5513307984790875,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,True,pca
5,MLP,micro recall,0.5456255879586077,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,True,pca
6,MLP,macro precision,0.387208647887478,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,True,pca
7,MLP,macro recall,0.368121954948461,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,True,pca
8,logistic,micro precision,0.6227678571428571,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,True,pca
9,logistic,micro recall,0.5249294449670743,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,True,pca
10,logistic,macro precision,0.4446493175751754,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,True,pca
11,logistic,macro recall,0.3235498551519383,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,True,pca
0,RF,micro precision,0.6536964980544747,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,False,mean
1,RF,micro recall,0.4741298212605832,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,False,mean
2,RF,macro precision,0.3651858839008415,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,False,mean
3,RF,macro recall,0.2420703142766487,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,False,mean
4,MLP,micro precision,0.560081466395112,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,False,mean
5,MLP,micro recall,0.5174035747883349,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,False,mean
6,MLP,macro precision,0.4209431718189259,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,False,mean
7,MLP,macro recall,0.3491552290027556,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,False,mean
8,logistic,micro precision,0.667458432304038,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,False,mean
9,logistic,micro recall,0.528692380056444,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,False,mean
10,logistic,macro precision,0.5912586936887345,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,False,mean
11,logistic,macro recall,0.3050551933593617,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,False,mean
0,RF,micro precision,0.645326504481434,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,False,pca
1,RF,micro recall,0.4741298212605832,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,False,pca
2,RF,macro precision,0.3277093739010265,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,False,pca
3,RF,macro recall,0.2426675173569971,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,False,pca
4,MLP,micro precision,0.5542388331814039,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,False,pca
5,MLP,micro recall,0.5719661335841957,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,False,pca
6,MLP,macro precision,0.4106232071351736,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,False,pca
7,MLP,macro recall,0.3918444378449942,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,False,pca
8,logistic,micro precision,0.6305803571428571,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,False,pca
9,logistic,micro recall,0.5315145813734713,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,False,pca
10,logistic,macro precision,0.4421242103014395,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,False,pca
11,logistic,macro recall,0.3258102011669536,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,cls,False,pca
0,RF,micro precision,0.6658097686375322,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,True,mean
1,RF,micro recall,0.4873000940733772,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,True,mean
2,RF,macro precision,0.3421795181813233,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,True,mean
3,RF,macro recall,0.2532603832324732,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,True,mean
4,MLP,micro precision,0.6002120890774125,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,True,mean
5,MLP,micro recall,0.5324553151458138,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,True,mean
6,MLP,macro precision,0.4287373170559083,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,True,mean
7,MLP,macro recall,0.3693820727095994,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,True,mean
8,logistic,micro precision,0.675263774912075,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,True,mean
9,logistic,micro recall,0.541862652869238,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,True,mean
10,logistic,macro precision,0.509206948741354,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,True,mean
11,logistic,macro recall,0.3194025389099882,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,True,mean
0,RF,micro precision,0.653416149068323,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,True,pca
1,RF,micro recall,0.4948259642521166,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,True,pca
2,RF,macro precision,0.3978461779771676,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,True,pca
3,RF,macro recall,0.2598179189765665,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,True,pca
4,MLP,micro precision,0.5965092402464066,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,True,pca
5,MLP,micro recall,0.5465663217309501,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,True,pca
6,MLP,macro precision,0.4310548898878104,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,True,pca
7,MLP,macro recall,0.3829575467596079,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,True,pca
8,logistic,micro precision,0.6535087719298246,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,True,pca
9,logistic,micro recall,0.5606773283160865,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,True,pca
10,logistic,macro precision,0.4935794087985509,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,True,pca
11,logistic,macro recall,0.3624885067884445,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,True,pca
0,RF,micro precision,0.6585365853658537,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,False,mean
1,RF,micro recall,0.4825964252116651,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,False,mean
2,RF,macro precision,0.3373350822374898,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,False,mean
3,RF,macro recall,0.2502066745036227,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,False,mean
4,MLP,micro precision,0.5870178739416745,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,False,mean
5,MLP,micro recall,0.5870178739416745,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,False,mean
6,MLP,macro precision,0.4352324200047712,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,False,mean
7,MLP,macro recall,0.420492255940243,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,False,mean
8,logistic,micro precision,0.6856465005931198,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,False,mean
9,logistic,micro recall,0.5437441204139228,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,False,mean
10,logistic,macro precision,0.5347043249152215,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,False,mean
11,logistic,macro recall,0.3247924975116706,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,False,mean
0,RF,micro precision,0.6508135168961201,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,False,pca
1,RF,micro recall,0.4891815616180621,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,False,pca
2,RF,macro precision,0.3424116154955601,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,False,pca
3,RF,macro recall,0.2556659403232036,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,False,pca
4,MLP,micro precision,0.5828625235404896,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,False,pca
5,MLP,micro recall,0.5823142050799623,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,False,pca
6,MLP,macro precision,0.4330706061636382,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,False,pca
7,MLP,macro recall,0.4094233978084971,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,False,pca
8,logistic,micro precision,0.6622073578595318,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,False,pca
9,logistic,micro recall,0.5587958607714016,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,False,pca
10,logistic,macro precision,0.5140612159398201,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,False,pca
11,logistic,macro recall,0.3703042490898172,max,ClinicalBERT_Discharge_Summary_BERT,pretrained,mean,False,pca
0,RF,micro precision,0.6253164556962025,max,BioBERT,finetuned,cls,True,mean
1,RF,micro recall,0.464722483537159,max,BioBERT,finetuned,cls,True,mean
2,RF,macro precision,0.4079424176697038,max,BioBERT,finetuned,cls,True,mean
3,RF,macro recall,0.2413381787490462,max,BioBERT,finetuned,cls,True,mean
4,MLP,micro precision,0.5554435483870968,max,BioBERT,finetuned,cls,True,mean
5,MLP,micro recall,0.5183443085606774,max,BioBERT,finetuned,cls,True,mean
6,MLP,macro precision,0.3758203026728763,max,BioBERT,finetuned,cls,True,mean
7,MLP,macro recall,0.3562132725796167,max,BioBERT,finetuned,cls,True,mean
8,logistic,micro precision,0.631578947368421,max,BioBERT,finetuned,cls,True,mean
9,logistic,micro recall,0.5305738476011289,max,BioBERT,finetuned,cls,True,mean
10,logistic,macro precision,0.4424454834559704,max,BioBERT,finetuned,cls,True,mean
11,logistic,macro recall,0.3145633379081257,max,BioBERT,finetuned,cls,True,mean
0,RF,micro precision,0.6459390862944162,max,BioBERT,finetuned,cls,True,pca
1,RF,micro recall,0.4788334901222953,max,BioBERT,finetuned,cls,True,pca
2,RF,macro precision,0.3662597956805919,max,BioBERT,finetuned,cls,True,pca
3,RF,macro recall,0.2466604350264098,max,BioBERT,finetuned,cls,True,pca
4,MLP,micro precision,0.5642857142857143,max,BioBERT,finetuned,cls,True,pca
5,MLP,micro recall,0.5202257761053621,max,BioBERT,finetuned,cls,True,pca
6,MLP,macro precision,0.4169997016856618,max,BioBERT,finetuned,cls,True,pca
7,MLP,macro recall,0.3749994636218089,max,BioBERT,finetuned,cls,True,pca
8,logistic,micro precision,0.5942622950819673,max,BioBERT,finetuned,cls,True,pca
9,logistic,micro recall,0.5456255879586077,max,BioBERT,finetuned,cls,True,pca
10,logistic,macro precision,0.4162773875332012,max,BioBERT,finetuned,cls,True,pca
11,logistic,macro recall,0.359733236474577,max,BioBERT,finetuned,cls,True,pca
0,RF,micro precision,0.6346396965865992,max,BioBERT,finetuned,cls,False,mean
1,RF,micro recall,0.4722483537158984,max,BioBERT,finetuned,cls,False,mean
2,RF,macro precision,0.3835646577049313,max,BioBERT,finetuned,cls,False,mean
3,RF,macro recall,0.243820088848511,max,BioBERT,finetuned,cls,False,mean
4,MLP,micro precision,0.553875236294896,max,BioBERT,finetuned,cls,False,mean
5,MLP,micro recall,0.5512699905926622,max,BioBERT,finetuned,cls,False,mean
6,MLP,macro precision,0.4061804084984322,max,BioBERT,finetuned,cls,False,mean
7,MLP,macro recall,0.3972278829642345,max,BioBERT,finetuned,cls,False,mean
8,logistic,micro precision,0.6391752577319587,max,BioBERT,finetuned,cls,False,mean
9,logistic,micro recall,0.5249294449670743,max,BioBERT,finetuned,cls,False,mean
10,logistic,macro precision,0.4319246524899914,max,BioBERT,finetuned,cls,False,mean
11,logistic,macro recall,0.3074442633122797,max,BioBERT,finetuned,cls,False,mean
0,RF,micro precision,0.6389244558258643,max,BioBERT,finetuned,cls,False,pca
1,RF,micro recall,0.4694261523988711,max,BioBERT,finetuned,cls,False,pca
2,RF,macro precision,0.3494842050534636,max,BioBERT,finetuned,cls,False,pca
3,RF,macro recall,0.2442441650665754,max,BioBERT,finetuned,cls,False,pca
4,MLP,micro precision,0.5655737704918032,max,BioBERT,finetuned,cls,False,pca
5,MLP,micro recall,0.5192850423330198,max,BioBERT,finetuned,cls,False,pca
6,MLP,macro precision,0.4213551510352516,max,BioBERT,finetuned,cls,False,pca
7,MLP,macro recall,0.3688273017030363,max,BioBERT,finetuned,cls,False,pca
8,logistic,micro precision,0.6016511867905057,max,BioBERT,finetuned,cls,False,pca
9,logistic,micro recall,0.548447789275635,max,BioBERT,finetuned,cls,False,pca
10,logistic,macro precision,0.4317383245735894,max,BioBERT,finetuned,cls,False,pca
11,logistic,macro recall,0.360307898824417,max,BioBERT,finetuned,cls,False,pca
0,RF,micro precision,0.6181150550795593,max,BioBERT,finetuned,mean,True,mean
1,RF,micro recall,0.4750705550329256,max,BioBERT,finetuned,mean,True,mean
2,RF,macro precision,0.3137986654824107,max,BioBERT,finetuned,mean,True,mean
3,RF,macro recall,0.2481119727258858,max,BioBERT,finetuned,mean,True,mean
4,MLP,micro precision,0.6183574879227053,max,BioBERT,finetuned,mean,True,mean
5,MLP,micro recall,0.6020696142991533,max,BioBERT,finetuned,mean,True,mean
6,MLP,macro precision,0.53390175616677,max,BioBERT,finetuned,mean,True,mean
7,MLP,macro recall,0.4302588846515714,max,BioBERT,finetuned,mean,True,mean
8,logistic,micro precision,0.6845878136200717,max,BioBERT,finetuned,mean,True,mean
9,logistic,micro recall,0.5390404515522107,max,BioBERT,finetuned,mean,True,mean
10,logistic,macro precision,0.6388862108991902,max,BioBERT,finetuned,mean,True,mean
11,logistic,macro recall,0.3080822975852298,max,BioBERT,finetuned,mean,True,mean
0,RF,micro precision,0.6222493887530562,max,BioBERT,finetuned,mean,True,pca
1,RF,micro recall,0.4788334901222953,max,BioBERT,finetuned,mean,True,pca
2,RF,macro precision,0.267965021090021,max,BioBERT,finetuned,mean,True,pca
3,RF,macro recall,0.2495280436617026,max,BioBERT,finetuned,mean,True,pca
4,MLP,micro precision,0.6076923076923076,max,BioBERT,finetuned,mean,True,pca
5,MLP,micro recall,0.5945437441204139,max,BioBERT,finetuned,mean,True,pca
6,MLP,macro precision,0.5276796724231556,max,BioBERT,finetuned,mean,True,pca
7,MLP,macro recall,0.4220553564729363,max,BioBERT,finetuned,mean,True,pca
8,logistic,micro precision,0.6927502876869965,max,BioBERT,finetuned,mean,True,pca
9,logistic,micro recall,0.5663217309501412,max,BioBERT,finetuned,mean,True,pca
10,logistic,macro precision,0.6191936093420745,max,BioBERT,finetuned,mean,True,pca
11,logistic,macro recall,0.3609933628848334,max,BioBERT,finetuned,mean,True,pca
0,RF,micro precision,0.6459627329192547,max,BioBERT,finetuned,mean,False,mean
1,RF,micro recall,0.4891815616180621,max,BioBERT,finetuned,mean,False,mean
2,RF,macro precision,0.4005232872496422,max,BioBERT,finetuned,mean,False,mean
3,RF,macro recall,0.2558818827401384,max,BioBERT,finetuned,mean,False,mean
4,MLP,micro precision,0.6450261780104712,max,BioBERT,finetuned,mean,False,mean
5,MLP,micro recall,0.5794920037629351,max,BioBERT,finetuned,mean,False,mean
6,MLP,macro precision,0.5439777908415772,max,BioBERT,finetuned,mean,False,mean
7,MLP,macro recall,0.4091037181087444,max,BioBERT,finetuned,mean,False,mean
8,logistic,micro precision,0.6957040572792362,max,BioBERT,finetuned,mean,False,mean
9,logistic,micro recall,0.548447789275635,max,BioBERT,finetuned,mean,False,mean
10,logistic,macro precision,0.6533654893952489,max,BioBERT,finetuned,mean,False,mean
11,logistic,macro recall,0.3136088062857494,max,BioBERT,finetuned,mean,False,mean
0,RF,micro precision,0.6410891089108911,max,BioBERT,finetuned,mean,False,pca
1,RF,micro recall,0.4873000940733772,max,BioBERT,finetuned,mean,False,pca
2,RF,macro precision,0.303968898846354,max,BioBERT,finetuned,mean,False,pca
3,RF,macro recall,0.2571187049010436,max,BioBERT,finetuned,mean,False,pca
4,MLP,micro precision,0.6329386437029063,max,BioBERT,finetuned,mean,False,pca
5,MLP,micro recall,0.5531514581373471,max,BioBERT,finetuned,mean,False,pca
6,MLP,macro precision,0.5446170221628248,max,BioBERT,finetuned,mean,False,pca
7,MLP,macro recall,0.3711401992555806,max,BioBERT,finetuned,mean,False,pca
8,logistic,micro precision,0.7057471264367816,max,BioBERT,finetuned,mean,False,pca
9,logistic,micro recall,0.5776105362182502,max,BioBERT,finetuned,mean,False,pca
10,logistic,macro precision,0.6483631811320857,max,BioBERT,finetuned,mean,False,pca
11,logistic,macro recall,0.3709310135099868,max,BioBERT,finetuned,mean,False,pca
0,RF,micro precision,0.6345646437994723,max,BioBERT,pretrained,cls,True,mean
1,RF,micro recall,0.4524929444967074,max,BioBERT,pretrained,cls,True,mean
2,RF,macro precision,0.3016910198505246,max,BioBERT,pretrained,cls,True,mean
3,RF,macro recall,0.2304755374266765,max,BioBERT,pretrained,cls,True,mean
4,MLP,micro precision,0.5359848484848485,max,BioBERT,pretrained,cls,True,mean
5,MLP,micro recall,0.5324553151458138,max,BioBERT,pretrained,cls,True,mean
6,MLP,macro precision,0.3939024281002945,max,BioBERT,pretrained,cls,True,mean
7,MLP,macro recall,0.3761370208335276,max,BioBERT,pretrained,cls,True,mean
8,logistic,micro precision,0.6393831553973903,max,BioBERT,pretrained,cls,True,mean
9,logistic,micro recall,0.5070555032925682,max,BioBERT,pretrained,cls,True,mean
10,logistic,macro precision,0.5371520088626256,max,BioBERT,pretrained,cls,True,mean
11,logistic,macro recall,0.2872197612306327,max,BioBERT,pretrained,cls,True,mean
0,RF,micro precision,0.6331592689295039,max,BioBERT,pretrained,cls,True,pca
1,RF,micro recall,0.4562558795860771,max,BioBERT,pretrained,cls,True,pca
2,RF,macro precision,0.346735450976785,max,BioBERT,pretrained,cls,True,pca
3,RF,macro recall,0.2316360332933267,max,BioBERT,pretrained,cls,True,pca
4,MLP,micro precision,0.538899430740038,max,BioBERT,pretrained,cls,True,pca
5,MLP,micro recall,0.5343367826904986,max,BioBERT,pretrained,cls,True,pca
6,MLP,macro precision,0.3885756466513152,max,BioBERT,pretrained,cls,True,pca
7,MLP,macro recall,0.3697208141039478,max,BioBERT,pretrained,cls,True,pca
8,logistic,micro precision,0.60734149054505,max,BioBERT,pretrained,cls,True,pca
9,logistic,micro recall,0.5136406396989652,max,BioBERT,pretrained,cls,True,pca
10,logistic,macro precision,0.4328538903333798,max,BioBERT,pretrained,cls,True,pca
11,logistic,macro recall,0.3208822092503206,max,BioBERT,pretrained,cls,True,pca
0,RF,micro precision,0.62890625,max,BioBERT,pretrained,cls,False,mean
1,RF,micro recall,0.4543744120413923,max,BioBERT,pretrained,cls,False,mean
2,RF,macro precision,0.2838131366926984,max,BioBERT,pretrained,cls,False,mean
3,RF,macro recall,0.2304017965954712,max,BioBERT,pretrained,cls,False,mean
4,MLP,micro precision,0.5414312617702448,max,BioBERT,pretrained,cls,False,mean
5,MLP,micro recall,0.5409219190968956,max,BioBERT,pretrained,cls,False,mean
6,MLP,macro precision,0.3727583362026557,max,BioBERT,pretrained,cls,False,mean
7,MLP,macro recall,0.3715410838407469,max,BioBERT,pretrained,cls,False,mean
8,logistic,micro precision,0.6531585220500596,max,BioBERT,pretrained,cls,False,mean
9,logistic,micro recall,0.51552210724365,max,BioBERT,pretrained,cls,False,mean
10,logistic,macro precision,0.5916883524715282,max,BioBERT,pretrained,cls,False,mean
11,logistic,macro recall,0.2922752927288638,max,BioBERT,pretrained,cls,False,mean
0,RF,micro precision,0.6307106598984772,max,BioBERT,pretrained,cls,False,pca
1,RF,micro recall,0.4675446848541862,max,BioBERT,pretrained,cls,False,pca
2,RF,macro precision,0.4698652314627562,max,BioBERT,pretrained,cls,False,pca
3,RF,macro recall,0.2414954099691342,max,BioBERT,pretrained,cls,False,pca
4,MLP,micro precision,0.5783505154639176,max,BioBERT,pretrained,cls,False,pca
5,MLP,micro recall,0.5277516462841016,max,BioBERT,pretrained,cls,False,pca
6,MLP,macro precision,0.4248591319798177,max,BioBERT,pretrained,cls,False,pca
7,MLP,macro recall,0.3491836781254794,max,BioBERT,pretrained,cls,False,pca
8,logistic,micro precision,0.623463687150838,max,BioBERT,pretrained,cls,False,pca
9,logistic,micro recall,0.5249294449670743,max,BioBERT,pretrained,cls,False,pca
10,logistic,macro precision,0.5010211180561465,max,BioBERT,pretrained,cls,False,pca
11,logistic,macro recall,0.3343399726542734,max,BioBERT,pretrained,cls,False,pca
0,RF,micro precision,0.6312419974391805,max,BioBERT,pretrained,mean,True,mean
1,RF,micro recall,0.4637817497648165,max,BioBERT,pretrained,mean,True,mean
2,RF,macro precision,0.2739134705606381,max,BioBERT,pretrained,mean,True,mean
3,RF,macro recall,0.237225772530335,max,BioBERT,pretrained,mean,True,mean
4,MLP,micro precision,0.607421875,max,BioBERT,pretrained,mean,True,mean
5,MLP,micro recall,0.5851364063969896,max,BioBERT,pretrained,mean,True,mean
6,MLP,macro precision,0.4607958036785894,max,BioBERT,pretrained,mean,True,mean
7,MLP,macro recall,0.3936167973991981,max,BioBERT,pretrained,mean,True,mean
8,logistic,micro precision,0.6763005780346821,max,BioBERT,pretrained,mean,True,mean
9,logistic,micro recall,0.5503292568203199,max,BioBERT,pretrained,mean,True,mean
10,logistic,macro precision,0.5832539136544156,max,BioBERT,pretrained,mean,True,mean
11,logistic,macro recall,0.3204456584807084,max,BioBERT,pretrained,mean,True,mean
0,RF,micro precision,0.6421188630490956,max,BioBERT,pretrained,mean,True,pca
1,RF,micro recall,0.4675446848541862,max,BioBERT,pretrained,mean,True,pca
2,RF,macro precision,0.3185886496827232,max,BioBERT,pretrained,mean,True,pca
3,RF,macro recall,0.2403430852715276,max,BioBERT,pretrained,mean,True,pca
4,MLP,micro precision,0.6017786561264822,max,BioBERT,pretrained,mean,True,pca
5,MLP,micro recall,0.5729068673565381,max,BioBERT,pretrained,mean,True,pca
6,MLP,macro precision,0.4365452909542033,max,BioBERT,pretrained,mean,True,pca
7,MLP,macro recall,0.3991813007615112,max,BioBERT,pretrained,mean,True,pca
8,logistic,micro precision,0.656599552572707,max,BioBERT,pretrained,mean,True,pca
9,logistic,micro recall,0.5522107243650047,max,BioBERT,pretrained,mean,True,pca
10,logistic,macro precision,0.5254047182650763,max,BioBERT,pretrained,mean,True,pca
11,logistic,macro recall,0.3541569392736012,max,BioBERT,pretrained,mean,True,pca
0,RF,micro precision,0.6510152284263959,max,BioBERT,pretrained,mean,False,mean
1,RF,micro recall,0.4825964252116651,max,BioBERT,pretrained,mean,False,mean
2,RF,macro precision,0.2778400997304824,max,BioBERT,pretrained,mean,False,mean
3,RF,macro recall,0.248363347130021,max,BioBERT,pretrained,mean,False,mean
4,MLP,micro precision,0.6295149638802889,max,BioBERT,pretrained,mean,False,mean
5,MLP,micro recall,0.5738476011288806,max,BioBERT,pretrained,mean,False,mean
6,MLP,macro precision,0.4923092508859007,max,BioBERT,pretrained,mean,False,mean
7,MLP,macro recall,0.4057540210498822,max,BioBERT,pretrained,mean,False,mean
8,logistic,micro precision,0.6839622641509434,max,BioBERT,pretrained,mean,False,mean
9,logistic,micro recall,0.5456255879586077,max,BioBERT,pretrained,mean,False,mean
10,logistic,macro precision,0.573057261275523,max,BioBERT,pretrained,mean,False,mean
11,logistic,macro recall,0.3172945794495067,max,BioBERT,pretrained,mean,False,mean
0,RF,micro precision,0.657465495608532,max,BioBERT,pretrained,mean,False,pca
1,RF,micro recall,0.4929444967074318,max,BioBERT,pretrained,mean,False,pca
2,RF,macro precision,0.4163180450340613,max,BioBERT,pretrained,mean,False,pca
3,RF,macro recall,0.2611342082824825,max,BioBERT,pretrained,mean,False,pca
4,MLP,micro precision,0.6224390243902439,max,BioBERT,pretrained,mean,False,pca
5,MLP,micro recall,0.6001881467544685,max,BioBERT,pretrained,mean,False,pca
6,MLP,macro precision,0.5330675950286525,max,BioBERT,pretrained,mean,False,pca
7,MLP,macro recall,0.4307051512038813,max,BioBERT,pretrained,mean,False,pca
8,logistic,micro precision,0.6729910714285714,max,BioBERT,pretrained,mean,False,pca
9,logistic,micro recall,0.5672624647224835,max,BioBERT,pretrained,mean,False,pca
10,logistic,macro precision,0.5455643722571348,max,BioBERT,pretrained,mean,False,pca
11,logistic,macro recall,0.3721855185740955,max,BioBERT,pretrained,mean,False,pca
